,comment_text,label,party
84,"**********+++++
+**************
Watch all 5 episodes of Al Jazeera's #LabourFiles

Part 1 👇 The Purge
youtu.be/
elp18OvnNV0

Part 2 👇 The Crisis
youtu.be/
5DTMF0MSXng

Part 3 👇The Heirarchy

www.youtube.com/
watch?v=P-cHBQf5
z_M

Part 4: 👇The Spying Game

youtu.be/
db-Gpmfajp8

Part 5: 👇The Forde Response

youtu.be/
tiODoWurA64


youtu.be/
tdoVw2tWb0I


braveneweurope.c
om/
jonathan-cook-ho
w-britains-labo
ur-party-became
-a-criminal-con
spiracy-against
-its-members?fb
clid=IwAR17ag9w
LXjkOH-uQQFE25N
slHikqbezuuK63n
gCpnVNuAXzSxl2Y
C1qsOo


northeastbylines
.co.uk/
oh-jeremy-corbyn
-the-big-lie/
?fbclid=IwAR06WJ
6bfS7SVyc7ka8ba
FvfF1Me8JljZReP
BukjoGbU1JGP4O-
NTQ3sk1o


troovus.wordpres
s.com/2022/07/
19/forde-report/

£100,000 from Lord Waheed Alli: a media mogul who was one of the biggest financial contributors to Liz Kendall’s 2015 campaign.

£100,000 from Robert Latham: a barrister who backed the anti-Semitism smears against Corbyn.

£95,000 from Martin Taylor: a retired Mayfair hedge fund manager who withdrew funding from the Labour Party after Corbyn was elected and channelled money into the formation of a Blairite grouping called Labour Together.
He also has £10million stake in United Health - A US private healthcare company, currently looking at £1bn worth of contracts from the NHS

£50,000 from Sir Trevor Chinn: a millionaire who donated to Kendall’s campaign and who is well known for supporting right wing pro-Israel government think tanks.

£50,000 from Lord Hollick of Notting Hill: a millionaire and current board member of leading arms manufacturer Honeywell International.

£25,000 from Martin Clarke: nicknamed ""the sledgehammer"" for his business attitude. Former Chief Financial Officer of roadside recovery giant AA and former executive at the private equity firm Permira. Also ex-Daily Mail publisher. Clarke is also a prominent Corbyn opponent and a close personal friend of Chuka Umunna.

£25,000 from Peter Coates: a Corbyn critic and multimillionair
e cofounder of Bet365. Peter’s multibillionair
e daughter, Denise Coates who is the CEO of Bet365, made headlines in 2018 for paying herself a record £265million. In the same year, the Coates’ were the 21st richest family in Britain with a £5.8billion fortune.

Source: 
www.theyworkfory
ou.com/regmem/
?p=25353&fbclid=
IwAR1zfLUgsx74w
bhXQbC-k19-vrBV
Fk597EDlWXHGc4-
1EkUUY5_O07jlCY
Y ",1,labour
85,No Mowlam was very special. A good person. 💚 ,2,labour
86,"Will Labour do this really? Or will Labour just ban or exclude people with draughty homes? After all the latter would be so much cheaper wouldn't it? If people still insist on having drafty homes and won't be excluded or expelled, then Labour might at least seek to pass legislation to stop them boring others by debating their draughty homes? 🤷🏻‍♂️🤷🏽‍♂️🤷🏿‍♂️ ",0,labour
87,👏👏👏👏Conservatives. M  ,2,conservatives
88,CEOs of 💧 water companies earn millions per year to pollute and waste 🤦‍♀️ No other country has privatised water 💦 ,0,conservatives
89,Late to the issue again. It is almost like an election is due🤔.  ,0,conservatives
90,It really does show how too much money can cause a huge lack of common sense when it comes to voting!🤷‍♂️  ,0,labour
91,Is this just because they're low density suburban and rural areas with big houses so they need more council tax per house? 🧐 Whereas labour areas are high density metropolitan areas that make money off other stuff like parking charges and business rates so naturally need less? Which would mean that this is basically a non-point? ,1,labour
92,"I see an awful lot of spending, but no way to pay for it all. Any more printing of money will see a further collapse of the banking sector. SVB didn't just collapse because it was woke: it was playing a shell game with investor's money. 🤨 ",0,conservatives
93,"% clean energy by 2030 that is literally impossible, there isn’t the money or time. You do know that’s a little over 6 years to close all the old power stations and build new ones 😂😂😂😂
Great British Energy is planned by Eon a FRENCH company!
Again all this with what money, the last The Labour Party bankrupted the country and the Conservatives have further added to it.  ",0,labour
95,Cleaning up the rivers by letting the water companies pump sewage into them🤔 ,0,conservatives
96,👍  ,2,conservatives
97,"How about, FOR ONCE, JUST THIS ONCE, you do something for the working class people, those the labour Party was formed to serve.
Dentists, what a disgrace our country is. The country needs a viable dentistry network. All you do is say words, never action. 🤬 ",0,labour
98,Better services 🤣🤣  ,0,conservatives
99,"Get rid of KS and you may have a chance but don’t hold your breath. Politics has had its day the lying has taken its toll on the people, we have had enough of control through manipulation and lies it’s time for a new system ground up instead of top down. 👍 ",0,labour
100,"Keir Starmer has abandoned his pledges to defend trade unions, bring key industries into public ownership, reverse NHS privatisation, raise corporation tax, protect free movement and abolish tuition fees. Solidarity is now saved for CEOs, not striking workers. Trust is placed in corporate interests, not party members. 🎯

Human rights issues are cherry picked at the expense of a consistently ethical foreign policy. And empathy for desperate refugees is eschewed to appease the right-wing press. 🎯

As the government plunges millions into hardship, Keir Starmer has decided to attack the democratic foundations of his own party and the principles he once proclaimed to support. 🎯 ",0,labour
101,Now that's what I wanna hear! 👏🏻 I'll defo vote Labor at next elections 🏳️‍🌈🏳️‍⚧️ #FuckTheTories #VoteLabor  ,2,labour
102,All i see are 🧢s on this list  ,0,conservatives
103,"Nigerian's youths worldwide you are the government asked for who you support for presidential election this is totally corruption LP is the winner of this election nobody can stop your rights or intimidate your future, women youth all University 🎓 in federal republican of Nigeria stand up for your rights, this is totally corruption APC, LABOR we are waiting for justice ⚖ if we can not stop this open corruption views all over the world Nigerian citizen's you have no future for better Nigeria, how can you see wrong and call it good citizens fight for your rights today is 29 to ask for your right 👉 DAN KANO ",0,labour
104,Compared to 200 years under a labour government 😂 even the author like myself will be dust by then ,0,labour
105,Happy Nawruz #JeremyCorbyn . From all at the Labour Party.👍  ,2,labour
106,"Labour party is sleeping so is the Union leader. While people die earlier, don't see a penny of their hard work pensions.
Dangerous pension reform. Should be scrapped. Bring back pension age to 60.
Why don't the Government say no more pension. Stop talking TAX PAYERS MONEY.
Most people die at the age of 50 now days majority of British people die earlier than 60. So majority of British people Tax payers will never every see Thier pension plan or pension fund. They will be Dead and gone in the grave 🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦. ",0,labour
107,"Why 🤔 surely everyone knows what a recurring direct debit or subscription is and they can stop it at any time. Insurance policies do it so one rule for one, one rule for all. Don't see how this is political 🙄. ",0,labour
108,"In 2019 I couldn’t vote for Labour because they are a toxic woke party
In 2023….different
leader same nonsense
Actually the leader is a back stabbing 🤬🤬🤬 ",0,labour
109,"So bored of hearing how labour are going to “make the streets safe” it seems to be the only thing they are focusing on if you look at their Facebook. 🥱 😴

What about the NHS?! Education?! Cost of living crisis?! Energy costs sky rocketing?!

It should be a walk in the park to beat conservatives at the minute and I’m actually worried labour won’t win…  ",0,labour
110,"Thank you The Labour Party for kicking out the racists people out of your party it’s time for all the faiths to come together under one big party and that is the Labour Party we don’t need racist ￼Cavs￼ in the Labour Party it’s about time we all stood as one and celebrating each other’s traditions they may have instead of putting each other down exemple my religion is better then yours we celebrate Christmas and you celebrate this and that we don’t need it anymore ones again thank you 🙏 Labour Party 🎈 and happy baisakhi to everyone who is celebrating it around the world keep safe and god bless love and peace ✌️
To all the haters who are hateing try and spend a day with the people who are celebrating and you will forget all the hate you have inside you.￼  ",2,labour
111,Happy Ostara also! Which let's be technical is the 'original' Easter 😉 ,2,labour
112,All this within 5yrs not sure what drugs labour party is on but they need to Keep off them as No way in hell they be able to achieve this in 10yrs never mind 5 😂  ,0,labour
113,"You grew the waiting lists to the biggest in NHS history
And that tax policy was yours up until last week 😅🤦‍♂️
Tories get in the bin ",0,conservatives
114,"Life is a choice, if you want to be rich or get richer! boarding your wealth won't get you anywhere.💯 The wise knows the benefit of investing into cryptocurrency and binary. Are you wondering where, and how to start your investment journey⁉️Invest today and enjoy a better tomorrow.✅🤝🏻 Contact Mr Alexander Baldwin , for a good investment plans.🏧📊📈 VIA👉👇👇WHATSAPP:+ 1(323)3649979


www.facebook.com
/
alexanderbaldwin
fx  ",2,conservatives
115,Thank you 🌹  ,2,labour
116,Happy Easter everyone 💐  ,2,conservatives
117,Imagine if these goons had an MSL... 🤣 ,0,conservatives
118,Jealous our we? 🤣😅🤣  ,0,libdems
119,Best wishes from Northern Ireland 💚  ,2,conservatives
120,🙏 Amen ,2,conservatives
121,"Not really something to brag about since council tax is placed on the value of the property, what you're really saying is that Labour councils preside over 22 of the 25 poorest area's in the country 😕 ",1,labour
122,Happy Catholic Easter! 🐣 ,2,labour
123,Criminalising people rather than finding a solution to why they do it 👍  ,0,conservatives
124,What is he trying to achieve!! 😳 ,0,conservatives
125,I’ve voted Labour my entire life and I’m in my 60’s but this is the most ridiculous thing I’ve ever heard. It’s the tori’s fault that people are fly tipping 🙄 ,0,labour
126,"While the cost of living has gone up enormously, and pay has dropped for the working class under the Tories, the UK has gone from 20 to 177 billionaires. There's plenty of money, but we all know where it's going. 😡 ",0,conservatives
127,Looking forward to the private health care owner standing against JC in Islington. A real voice of the people!!!😉  ,0,labour
128,You're having a laugh.🙄  ,0,conservatives
130,Just change the headline to Sunak. And it's spot on.👍  ,2,conservatives
131,"Do you think Sir Starmer is reading those comments to take it in account to do something about it?

🤷‍♀️ ",1,labour
132,"The rhetoric is impressive, but the judgement needed to deliver may not be evident in the current crop of Tory MPs?😀 ",0,conservatives
133,"Though cowards flinch
And traitors sneer;
We’ll keep the Red flag flying here !!
✊🏻❤️ ",2,labour
134,Best news I've heard today 🙌👏 ,2,conservatives
135,"Can’t help reading these in starmer’s stupid, insincere voice 😒😄  ",0,labour
136,"A labour government would freeze council tax THIS YEAR, ..............t
hen triple it next.☺️ ",0,labour
137,Why do we all listen to these parties when all they do is argue with themselves... what a pathetic load of MP's we have in this Country. One would like to think that they put this Country first by working together as a team - but no all they can do is have a playground scrap! What a disgrace 😡😡 ,0,conservatives
